板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
中小板,深圳奥特迅电力设备股份有限公司,"SHENZHEN AUTO ELECTRIC POWER PLANT CO., LTD.",002227,奥 特 迅,2008-05-06,,,,C 制造业
中小板,厦门合兴包装印刷股份有限公司,"Xiamen Hexing Packaging Printing Co.,Ltd",002228,合兴包装,2008-05-08,,,,C 制造业
中小板,鸿博股份有限公司,"HONGBO  CO.,LTD.",002229,鸿博股份,2008-05-08,,,,C 制造业
中小板,科大讯飞股份有限公司,"IFLYTEK CO.,LTD.",002230,科大讯飞,2008-05-12,,,,I 信息技术
中小板,奥维通信股份有限公司,"ALLWIN TELECOMMUNICATION CO., Ltd.",002231,奥维通信,2008-05-12,,,,C 制造业
中小板,启明信息技术股份有限公司,"QiMing Information Technology Co.,Ltd",002232,启明信息,2008-05-09,,,,I 信息技术
中小板,广东塔牌集团股份有限公司,"Guangdong Tapai Group Co., Ltd.",002233,塔牌集团,2008-05-16,,,,C 制造业
中小板,山东民和牧业股份有限公司,"SHANDONG MINHE ANIMAL HUSBANDRY CO., LTD.",002234,民和股份,2008-05-16,,,,A 农林牧渔
中小板,厦门安妮股份有限公司,Xiamen Anne Corporation Limited,002235,安妮股份,2008-05-16,,,,I 信息技术
中小板,浙江大华技术股份有限公司,"Zhejiang Dahua Technology Co.,Ltd.",002236,大华股份,2008-05-20,,,,C 制造业
中小板,山东恒邦冶炼股份有限公司,"Shandong Humon Smelting Co., Ltd.",002237,恒邦股份,2008-05-20,,,,C 制造业
中小板,深圳市天威视讯股份有限公司,"SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD.",002238,天威视讯,2008-05-26,,,,I 信息技术
中小板,奥特佳新能源科技股份有限公司,"Aotecar New Energy Technology Co.,Ltd.",002239,奥特佳,2008-05-22,,,,C 制造业
中小板,广东威华股份有限公司,GUANGDONG WEIHUA CORPORATION,002240,威华股份,2008-05-23,,,,C 制造业
中小板,歌尔股份有限公司,Goertek Inc.,002241,歌尔股份,2008-05-22,,,,C 制造业
中小板,九阳股份有限公司,Joyoung Company Limited,002242,九阳股份,2008-05-28,,,,C 制造业
中小板,深圳市通产丽星股份有限公司,"Shenzhen Beautystar Co., Ltd",002243,通产丽星,2008-05-28,,,,C 制造业
中小板,杭州滨江房产集团股份有限公司,"Hangzhou Binjiang Real Estate Group Co.,Ltd.",002244,滨江集团,2008-05-29,,,,K 房地产
中小板,江苏澳洋顺昌股份有限公司,"JIANGSU AUCKSUN Co., Ltd.",002245,澳洋顺昌,2008-06-05,,,,G 运输仓储
中小板,北方化学工业股份有限公司,"North Chemical Industries Co., Ltd.",002246,北化股份,2008-06-05,,,,C 制造业
中小板,浙江聚力文化发展股份有限公司,"Zhejiang Juli Culture Development Co.,Ltd.",002247,*ST聚力,2008-06-12,,,,I 信息技术
中小板,威海华东数控股份有限公司,"WEIHAI HUADONG AUTOMATION CO.,LTD",002248,华东数控,2008-06-12,,,,C 制造业
中小板,中山大洋电机股份有限公司,"ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD",002249,大洋电机,2008-06-19,,,,C 制造业
中小板,联化科技股份有限公司,"LIANHE CHEMICAL TECHNOLOGY CO.,LTD.",002250,联化科技,2008-06-19,,,,C 制造业
中小板,步步高商业连锁股份有限公司,"Better Life Commercial Chain Share Co.,Ltd.",002251,步 步 高,2008-06-19,,,,F 批发零售
中小板,上海莱士血液制品股份有限公司,"Shanghai RAAS Blood Products Co.,Ltd.",002252,上海莱士,2008-06-23,,,,C 制造业
中小板,四川川大智胜软件股份有限公司,"Wisesoft Co.,Ltd.",002253,川大智胜,2008-06-23,,,,I 信息技术
中小板,烟台泰和新材料股份有限公司,"YANTAI TAYHO ADVANCED MATERIALS CO.,LTD.",002254,泰和新材,2008-06-25,,,,C 制造业
中小板,苏州海陆重工股份有限公司,"Suzhou Hailu Heavy Industry Co., Ltd",002255,*ST海陆,2008-06-25,,,,C 制造业
中小板,深圳市兆新能源股份有限公司,"Shenzhen Sunrise New Energy Co., Ltd.",002256,*ST兆新,2008-06-25,,,,D 水电煤气
中小板,利尔化学股份有限公司,"Lier Chemical Co.,LTD",002258,利尔化学,2008-07-08,,,,C 制造业
中小板,四川升达林业产业股份有限公司,"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD",002259,*ST升达,2008-07-16,,,,D 水电煤气
中小板,德奥通用航空股份有限公司,"DEA General Aviation Holding Co., Ltd.",002260,*ST德奥,2008-07-16,,,,C 制造业
中小板,拓维信息系统股份有限公司,"TALKWEB INFORMATION SYSTEM CO.,LTD.",002261,拓维信息,2008-07-23,,,,I 信息技术
中小板,江苏恩华药业股份有限公司,Jiangsu Nhwa Pharmaceutical Co.，LTD,002262,恩华药业,2008-07-23,,,,C 制造业
中小板,浙江大东南股份有限公司,Zhejiang Great Southeast Company Limited,002263,大东南,2008-07-28,,,,C 制造业
中小板,新华都购物广场股份有限公司,"NEW HUA DU SUPERCENTER CO.,Ltd.",002264,新 华 都,2008-07-31,,,,F 批发零售
中小板,云南西仪工业股份有限公司,"YUNNAN XIYI INDUSTRY CO., LTD.",002265,西仪股份,2008-08-06,,,,C 制造业
中小板,浙富控股集团股份有限公司,"ZHEFU HOLDING GROUP CO.,LTD.",002266,浙富控股,2008-08-06,,,,N 公共环保
中小板,陕西省天然气股份有限公司,"ShaanXi Provincial Natural Gas Co.,Ltd.",002267,陕天然气,2008-08-13,,,,D 水电煤气
中小板,成都卫士通信息产业股份有限公司,Westone Information Industry Inc.,002268,卫 士 通,2008-08-11,,,,I 信息技术
中小板,上海美特斯邦威服饰股份有限公司,"Shanghai Metersbonwe Fashion & Accessories Co., Ltd",002269,美邦服饰,2008-08-28,,,,C 制造业
中小板,华明电力装备股份有限公司,"HUAMING POWER EQUIPMENT CO., LTD.",002270,华明装备,2008-09-05,,,,C 制造业
中小板,北京东方雨虹防水技术股份有限公司,"Beijing Oriental Yuhong Waterproof Technology Co.,Ltd.",002271,东方雨虹,2008-09-10,,,,C 制造业
中小板,四川川润股份有限公司,"SICHUAN  CRUN  CO., LTD",002272,川润股份,2008-09-19,,,,C 制造业
中小板,浙江水晶光电科技股份有限公司,"Zhejiang  Crystal-Optech Co.,Ltd.",002273,水晶光电,2008-09-19,,,,C 制造业
中小板,江苏华昌化工股份有限公司,JIANSU HUACHANG CHEMICAL CO.，LTD,002274,华昌化工,2008-09-25,,,,C 制造业
中小板,桂林三金药业股份有限公司,"Guilin Sanjin Pharmaceutical Co.,Ltd",002275,桂林三金,2009-07-10,,,,C 制造业
中小板,浙江万马股份有限公司,"Zhejiang Wanma Co., Ltd.",002276,万马股份,2009-07-10,,,,C 制造业
中小板,湖南友谊阿波罗商业股份有限公司,"Hunan Friendship&Apollo Commercial Co.,Ltd.",002277,友阿股份,2009-07-17,,,,F 批发零售
中小板,上海神开石油化工装备股份有限公司,Shanghai SK Petroleum & Chemical Equipment Corporation Ltd,002278,神开股份,2009-08-11,,,,C 制造业
中小板,北京久其软件股份有限公司,"Beijing Join-Cheer Software Co.,Ltd.",002279,久其软件,2009-08-11,,,,I 信息技术
中小板,杭州联络互动信息科技股份有限公司,"Hangzhou Lianluo Interactive Information Technology Co.,Ltd",002280,*ST联络,2009-08-21,,,,I 信息技术
中小板,武汉光迅科技股份有限公司,"Accelink Technologies Co., Ltd.",002281,光迅科技,2009-08-21,,,,C 制造业
中小板,博深股份有限公司,"BOSUN Co.,Ltd.",002282,博深股份,2009-08-21,,,,C 制造业
中小板,天润工业技术股份有限公司,"Tianrun Industry Technology Co., Ltd.",002283,天润工业,2009-08-21,,,,C 制造业
中小板,浙江亚太机电股份有限公司,"ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD",002284,亚太股份,2009-08-28,,,,C 制造业
中小板,深圳世联行集团股份有限公司,SHENZHEN WORLDUNION GROUP INCORPORATED,002285,世联行,2009-08-28,,,,K 房地产
中小板,保龄宝生物股份有限公司,"BAOLINGBAO BIOLOGY CO.,LTD.",002286,保龄宝,2009-08-28,,,,C 制造业
中小板,西藏奇正藏药股份有限公司,"Tibet Cheezheng Tibetan Medicine Co.,Ltd",002287,奇正藏药,2009-08-28,,,,C 制造业
中小板,广东超华科技股份有限公司,"GUANGDONG CHAOHUA TECHNOLOGY CO.,LTD.",002288,超华科技,2009-09-03,,,,C 制造业
中小板,深圳市宇顺电子股份有限公司,"Shenzhen Success Electronics Co., Ltd",002289,ST宇顺,2009-09-03,,,,C 制造业
中小板,苏州中科创新型材料股份有限公司,"SUZHOU CHINA CREATE SPECIAL MATERIAL CO.,LTD",002290,ST中科创,2009-09-03,,,,C 制造业
中小板,星期六股份有限公司,"SATURDAY CO.,LTD",002291,星期六,2009-09-03,,,,C 制造业
中小板,奥飞娱乐股份有限公司,Alpha Group,002292,奥飞娱乐,2009-09-10,,,,C 制造业
中小板,罗莱生活科技股份有限公司,"LUOLAI LIFESTYLE TECHNOLOGY CO.,LTD.",002293,罗莱生活,2009-09-10,,,,C 制造业
中小板,深圳信立泰药业股份有限公司,"Shenzhen Salubris Pharmaceuticals Co., Ltd.",002294,信立泰,2009-09-10,,,,C 制造业
中小板,广东精艺金属股份有限公司,"Guangdong Jingyi Metal Co.,Ltd.",002295,精艺股份,2009-09-29,,,,C 制造业
中小板,河南辉煌科技股份有限公司,"HeNan Splendor Science&Technology Co.,Ltd.",002296,辉煌科技,2009-09-29,,,,C 制造业
中小板,湖南博云新材料股份有限公司,"HUNAN BOYUN NEW MATERIALS Co.,Ltd.",002297,博云新材,2009-09-29,,,,C 制造业
中小板,安徽中电兴发与鑫龙科技股份有限公司,"ANHUI SINONET & XINLONG SCIENCE & TECHNOLOGY CO., LTD.",002298,中电兴发,2009-09-29,,,,I 信息技术
中小板,福建圣农发展股份有限公司,"Fujian Sunner Development Co., Ltd.",002299,圣农发展,2009-10-21,,,,A 农林牧渔
中小板,福建南平太阳电缆股份有限公司,"Fujian Nanping Sun Cable CO.,LTD.",002300,太阳电缆,2009-10-21,,,,C 制造业
中小板,深圳齐心集团股份有限公司,"SHENZHEN COMIX GROUP CO., LTD.",002301,齐心集团,2009-10-21,,,,C 制造业
中小板,中建西部建设股份有限公司,"China West Construction Group Co.,Ltd.",002302,西部建设,2009-11-03,,,,C 制造业
中小板,美盈森集团股份有限公司,"MYS GROUP CO., LTD.",002303,美盈森,2009-11-03,,,,C 制造业
中小板,江苏洋河酒厂股份有限公司,"Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd.",002304,洋河股份,2009-11-06,,,,C 制造业
中小板,南国置业股份有限公司,"LANGOLD REAL ESTATE CO.,LTD.",002305,南国置业,2009-11-06,,,,K 房地产
中小板,中科云网科技集团股份有限公司,"Cloud Live Technology Group Co.,Ltd.",002306,ST云网,2009-11-11,,,,H 住宿餐饮
中小板,新疆北新路桥集团股份有限公司,"Xinjiang Beixin Road & Bridge Group Co., Ltd.",002307,北新路桥,2009-11-11,,,,E 建筑业
中小板,威创集团股份有限公司,"Vtron Group Co.,Ltd.",002308,威创股份,2009-11-27,,,,C 制造业
中小板,江苏中利集团股份有限公司,"Jiangsu Zhongli Group Co.,Ltd.",002309,中利集团,2009-11-27,,,,C 制造业
中小板,北京东方园林环境股份有限公司,"Beijing Orient Landscape & Environment Co.,Ltd.",002310,东方园林,2009-11-27,,,,E 建筑业
中小板,广东海大集团股份有限公司,"Guangdong Haid Group Co.,Limited",002311,海大集团,2009-11-27,,,,C 制造业
中小板,成都三泰控股集团股份有限公司,"Chengdu Santai Holding Group Co., Ltd.",002312,三泰控股,2009-12-03,,,,C 制造业
中小板,日海智能科技股份有限公司,"Sunsea AIoT Technology Co., Ltd.",002313,日海智能,2009-12-03,,,,C 制造业
中小板,深圳市新南山控股（集团）股份有限公司,"Shenzhen New Nanshan Holding (Group) Co.,Ltd",002314,南山控股,2009-12-03,,,,K 房地产
中小板,焦点科技股份有限公司,"Focus Technology Co.,Ltd.",002315,焦点科技,2009-12-09,,,,I 信息技术
中小板,深圳亚联发展科技股份有限公司,"Shenzhen Asia Link Technology Development Co.,Ltd.",002316,亚联发展,2009-12-09,,,,I 信息技术
中小板,广东众生药业股份有限公司,"Guangdong Zhongsheng Pharmaceutical Co.,Ltd.",002317,众生药业,2009-12-11,,,,C 制造业
中小板,浙江久立特材科技股份有限公司,"Zhejiang JIULI Hi-tech Metals Co.,Ltd.",002318,久立特材,2009-12-11,,,,C 制造业
中小板,珠海市乐通化工股份有限公司,"LETONG CHEMICAL CO.,LTD.",002319,*ST乐通,2009-12-11,,,,C 制造业
中小板,海南海峡航运股份有限公司,"HAINAN STRAIT SHIPPING CO.,LTD.",002320,海峡股份,2009-12-16,,,,G 运输仓储
中小板,河南华英农业发展股份有限公司,"Henan Huaying Agricultural Development Co., Ltd.",002321,华英农业,2009-12-16,,,,A 农林牧渔
中小板,宁波理工环境能源科技股份有限公司,"Ningbo Ligong Environment And Energy Technology Co.,Ltd",002322,理工环科,2009-12-18,,,,I 信息技术
中小板,山东雅博科技股份有限公司,"Shandong Yabo Technology CO., LTD.",002323,*ST雅博,2009-12-18,,,,E 建筑业
中小板,上海普利特复合材料股份有限公司,"SHANGHAI PRET COMPOSITES CO.,LTD.",002324,普利特,2009-12-18,,,,C 制造业
中小板,深圳洪涛集团股份有限公司,"SHENZHEN HONGTAO GROUP CO.,LTD.",002325,洪涛股份,2009-12-22,,,,E 建筑业
中小板,浙江永太科技股份有限公司,"Zhejiang Yongtai Technology Co.,Ltd.",002326,永太科技,2009-12-22,,,,C 制造业
中小板,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",002327,富安娜,2009-12-30,,,,C 制造业
中小板,上海新朋实业股份有限公司,"SHANGHAI XINPENG INDUSTRY CO.,LTD.",002328,新朋股份,2009-12-30,,,,C 制造业
中小板,皇氏集团股份有限公司,"Royal Group Co.,Ltd.",002329,皇氏集团,2010-01-06,,,,C 制造业
中小板,山东得利斯食品股份有限公司,"SHANDONG DELISI  FOOD CO.,LTD.",002330,得利斯,2010-01-06,,,,C 制造业
中小板,安徽皖通科技股份有限公司,"Anhui Wantong Technology Co.,Ltd.",002331,皖通科技,2010-01-06,,,,I 信息技术
中小板,浙江仙琚制药股份有限公司,"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.",002332,仙琚制药,2010-01-12,,,,C 制造业
中小板,苏州罗普斯金铝业股份有限公司,"Suzhou Lopsking Aluminum CO., Ltd.",002333,ST罗普,2010-01-12,,,,C 制造业
中小板,深圳市英威腾电气股份有限公司,"SHENZHEN INVT ELECTRIC CO., LTD.",002334,英威腾,2010-01-13,,,,C 制造业
中小板,科华恒盛股份有限公司,"KEHUA HENGSHENG CO., LTD.",002335,科华恒盛,2010-01-13,,,,C 制造业
中小板,人人乐连锁商业集团股份有限公司,"RENRENLE COMMERCIAL GROUP CO.,LTD.",002336,ST人乐,2010-01-13,,,,F 批发零售
中小板,天津赛象科技股份有限公司,"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD",002337,赛象科技,2010-01-15,,,,C 制造业
中小板,长春奥普光电技术股份有限公司,"Changchun Up Optotech Co., Ltd.",002338,奥普光电,2010-01-15,,,,C 制造业
中小板,积成电子股份有限公司,"INTEGRATED ELECTRONIC SYSTEMS LAB CO., LTD.",002339,积成电子,2010-01-22,,,,C 制造业
中小板,格林美股份有限公司,"GEM Co.,Ltd",002340,格林美,2010-01-22,,,,C 制造业
中小板,深圳市新纶科技股份有限公司,"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.",002341,新纶科技,2010-01-22,,,,C 制造业
中小板,巨力索具股份有限公司,"JULI SLING CO.,LTD.",002342,巨力索具,2010-01-26,,,,C 制造业
中小板,慈文传媒股份有限公司,"CIWEN MEDIA Co.,Ltd.",002343,慈文传媒,2010-01-26,,,,R 文化传播
中小板,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd",002344,海宁皮城,2010-01-26,,,,L 商务服务
中小板,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO., LTD.",002345,潮宏基,2010-01-28,,,,C 制造业
中小板,上海柘中集团股份有限公司,"Shanghai Zhezhong Group Co., Ltd",002346,柘中股份,2010-01-28,,,,C 制造业
中小板,泰尔重工股份有限公司,"Taier Heavy Industry Co., Ltd.",002347,泰尔股份,2010-01-28,,,,C 制造业
中小板,广东高乐股份有限公司,"Goldlok Holdings (GuangDong) Co.,Ltd",002348,高乐股份,2010-02-03,,,,C 制造业
中小板,精华制药集团股份有限公司,"JINGHUA PHARMACEUTICAL GROUP CO., LTD.",002349,精华制药,2010-02-03,,,,C 制造业
中小板,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,LTD",002350,北京科锐,2010-02-03,,,,C 制造业
中小板,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",002351,漫步者,2010-02-05,,,,C 制造业
中小板,顺丰控股股份有限公司,"S.F. Holding Co., Ltd.",002352,顺丰控股,2010-02-05,,,,G 运输仓储
中小板,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",002353,杰瑞股份,2010-02-05,,,,C 制造业
中小板,大连天神娱乐股份有限公司,"Dalian Zeus Entertainment Co., Ltd.",002354,*ST天娱,2010-02-09,,,,I 信息技术
中小板,兴民智通（集团）股份有限公司,"Xingmin Intelligent Transportation Systems (Group) Co., Ltd.",002355,兴民智通,2010-02-09,,,,C 制造业
中小板,深圳赫美集团股份有限公司,"Shenzhen Hemei Group Co.,LTD.",002356,*ST赫美,2010-02-09,,,,F 批发零售
中小板,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group CO., LTD.",002357,富临运业,2010-02-10,,,,G 运输仓储
中小板,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd.",002358,森源电气,2010-02-10,,,,C 制造业
中小板,北讯集团股份有限公司,"NORTHCOM GROUP CO., LTD.",002359,*ST北讯,2010-02-10,,,,I 信息技术
中小板,山西同德化工股份有限公司,"SHANXI TOND CHEMICAL CO.,LTD.",002360,同德化工,2010-03-03,,,,C 制造业
中小板,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd",002361,神剑股份,2010-03-03,,,,C 制造业
中小板,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",002362,汉王科技,2010-03-03,,,,C 制造业
中小板,山东隆基机械股份有限公司,"SHANDONG LONGJI MACHINERY CO.,LTD.",002363,隆基机械,2010-03-05,,,,C 制造业
中小板,杭州中恒电气股份有限公司,"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",002364,中恒电气,2010-03-05,,,,C 制造业
中小板,潜江永安药业股份有限公司,"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",002365,永安药业,2010-03-05,,,,C 制造业
中小板,台海玛努尔核电设备股份有限公司,"Taihai Manoir Nuclear Equipment Co., Ltd.",002366,台海核电,2010-03-12,,,,C 制造业
中小板,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",002367,康力电梯,2010-03-12,,,,C 制造业
中小板,太极计算机股份有限公司,Taiji Computer Corporation Limited,002368,太极股份,2010-03-12,,,,I 信息技术
